JURIS NAME	FACILITY NAME	SEGMENT FROM	SEGMENT TO	DIR	WEEKDAY TRAFFIC VOLUMES																		2012 SPEED AND CONGESTION DATA											
					2007			2008			2009			2010			2011			2012			AM PEAK HOUR						PM PEAK HOUR					
VB	INDEPENDENCE BLVD	HOLLAND RD	BAXTER RD					"70,744"	1/30	C	"72,173"	2/4 - 2/10	C	"73,943"	4/20 - 4/22	C	"72,600"	4/20 - 4/21	C	"70,531"	7/17	C	27	40	1.58	1.13	SEV	LOW	30	32	1.38	1.45	MOD	SEV
VB	INDEPENDENCE BLVD	BAXTER RD	I-264								"84,465"	7/22 - 7/23	V										35	35	1.18	1.18	LOW	LOW	34	36	1.21	1.15	LOW	LOW
VB	INDEPENDENCE BLVD	I-264	BONNEY RD								"84,507"	7/1 - 7/2	V							"77,417"	6/20 - 6/21	V	28	36	1.04	1.13	LOW	LOW	27	31	1.07	1.31	LOW	MOD
VB	INDEPENDENCE BLVD	BONNEY RD	COLUMBUS ST								"84,507"	7/1 - 7/2	V							"74,880"	12/11 - 12/13	C	28	36	1.04	1.13	LOW	LOW	27	31	1.07	1.31	LOW	MOD
VB	INDEPENDENCE BLVD	COLUMBUS ST	VA BEACH BLVD					"61,288"	2/6	C				"56,558"	9/14	C	"60,008"	10/4 - 10/5	C	"62,265"	10/16 - 10/18	C	28	36	1.04	1.13	LOW	LOW	27	31	1.07	1.31	LOW	MOD
VB	INDEPENDENCE BLVD	VA BEACH BLVD	JEANNE ST		"53,956"	Wkdy average	V	"54,700"	Wkdy average	V	"54,666"	Wkdy average	V	"54,312"	Wkdy average	V	"54,130"	Wkdy average	V	"53,891"	Wkdy average	V	38	36	1.10	1.21	LOW	LOW	37	31	1.13	1.41	LOW	SEV
VB	INDEPENDENCE BLVD	JEANNE ST	PEMBROKE BLVD		"53,956"	Wkdy average	V	"54,700"	Wkdy average	V	"54,666"	Wkdy average	V	"54,312"	Wkdy average	V	"54,130"	Wkdy average	V	"53,891"	Wkdy average	V	38	36	1.10	1.21	LOW	LOW	37	31	1.13	1.41	LOW	SEV
VB	INDEPENDENCE BLVD	PEMBROKE BLVD	HAYGOOD RD		"49,775"	8/14	C	"50,873"	10/14	C	"51,686"	9/30 - 10/1	C	"47,810"	9/21	C	"48,896"	9/6 - 9/8	C	"48,846"	10/16	C	34	37	1.26	1.11	MOD	LOW	32	32	1.34	1.26	MOD	MOD
VB	INDEPENDENCE BLVD	HAYGOOD RD	NORTHAMPTON BLVD					"42,010"	2/19	C	"43,793"	9/29 - 9/30	C	"41,761"	9/8	C	"42,990"	9/6 - 9/8	C	"41,992"	10/16 - 10/18	C	40	37	1.14	1.23	LOW	LOW	38	32	1.20	1.42	LOW	SEV
VB	INDEPENDENCE BLVD	NORTHAMPTON BLVD	SHORE DR					"23,889"	2/12	C	"26,072"	9/29 - 9/30	C	"25,136"	9/8 - 9/9	C	"25,709"	8/31 - 9/6	C	"24,340"	10/16 - 10/18	C	25	40	1.56	1.08	SEV	LOW	33	40	1.17	1.04	LOW	LOW
VB	INDIAN LAKES BLVD	FERRELL PKWY	INDIAN RIVER RD		"12,526"	7/11	C	"13,631"	7/3	C	"12,212"	2/19 - 3/3	C	"12,713"	3/16 - 3/18	C	"12,200"	2/23 - 3/1	C	"12,509"	3/21 - 3/27	C	-	-	-	-	LOW		-	-	-	-	LOW	
VB	INDIAN RIVER RD	CHESAPEAKE CL	MILITARY HWY		"33,122"	5/3	C	"31,260"	10/21 - 10/22	C	"33,161"	7/29 - 11/10	C	"33,888"	1/19	C	"28,853"	1/19 - 1/25	C	"27,657"	1/17 - 1/19	C	33	35	1.13	1.16	LOW	LOW	32	33	1.18	1.22	LOW	LOW
VB	INDIAN RIVER RD	MILITARY HWY	PROVIDENCE RD		"32,598"	5/1	C	"30,322"	4/2	C				"41,548"	12/21 - 12/22	C	"28,947"	1/25 - 1/27	C	"30,430"	1/17 - 1/19	C	31	30	1.22	1.33	LOW	MOD	32	29	1.20	1.36	LOW	MOD
VB	INDIAN RIVER RD	PROVIDENCE RD	I-64		"35,371"	11/13	C				"36,111"	7/29 - 7/30	V	"35,734"	11/2 - 11/4	C				"35,893"	12/5 - 12/6	C	36	31	1.09	1.15	LOW	LOW	29	24	1.35	1.47	MOD	SEV
VB	INDIAN RIVER RD	I-64	CENTERVILLE TNPK		"79,620"	11/14	C				"82,642"	8/5 - 9/17	V	"80,024"	11/30 - 12/2	C	"81,837"	3/22 - 3/24	C	"81,777"	7/18	C	29	38	1.33	1.12	MOD	LOW	19	35	2.06	1.24	SEV	LOW
VB	INDIAN RIVER RD	CENTERVILLE TNPK	KEMPSVILLE RD		"60,304"	11/13	C	"61,058"	10/16	C	"65,210"	8/18 - 8/19	C	"62,339"	3/23 - 3/25	C	"58,862"	3/8 - 3/10	C	"62,889"	8/28 - 8/30	C	32	32	1.21	1.24	LOW	LOW	18	31	2.16	1.31	SEV	MOD
VB	INDIAN RIVER RD	KEMPSVILLE RD	FERRELL PKWY					"64,278"	2/20	C				"65,679"	8/24 - 8/25	C	"65,780"	9/20 - 9/22	C	"64,973"	9/19 - 9/20	C	39	25	1.03	1.55	LOW	SEV	39	24	1.04	1.56	LOW	SEV
VB	INDIAN RIVER RD	FERRELL PKWY	INDIAN LAKES BLVD		"16,218"	10/3	C	"15,798"	10/15	C				"15,056"	11/10 - 11/16	C	"14,723"	11/9 - 11/15	C	"15,383"	12/11 - 12/13	C	43	36	1.10	1.10	LOW	LOW	44	35	1.07	1.13	LOW	LOW
VB	INDIAN RIVER RD	INDIAN LAKES BLVD	LYNNHAVEN PKWY		"16,218"	10/3	C	"15,798"	10/15	C										"22,093"	10/3 - 10/4	V	28	35	1.47	1.07	SEV	LOW	33	34	1.09	1.10	LOW	LOW
VB	INDIAN RIVER RD	LYNNHAVEN PKWY	INDEPENDENCE BLVD		"14,821"	5/14	C	"15,553"	7/3	C	"13,792"	3/10 - 3/19	C	"14,648"	3/18 - 3/24	C	"12,969"	3/2 - 3/3	C	"14,605"	3/14 - 3/21	C	39	40	1.11	1.06	LOW	LOW	40	39	1.09	1.11	LOW	LOW
VB	INDIAN RIVER RD	INDEPENDENCE BLVD	ELBOW RD					"9,625"	3/19	C				"9,659"	3/18 - 3/24	C	"8,111"	3/9 - 3/15	C	"8,889"	3/27 - 3/29	C	39	40	1.11	1.06	LOW	LOW	40	39	1.09	1.11	LOW	LOW
VB	INDIAN RIVER RD	ELBOW RD	S.E. PARKWAY CORRIDOR		"5,966"	3/20	C	"4,992"	3/11	C	"4,404"	10/6 - 10/8	C	"5,027"	3/9 - 3/11	C	"4,905"	3/1 - 3/3	C	"5,473"	3/27 - 3/29	C	40	40	1.15	1.14	LOW	LOW	41	41	1.13	1.12	LOW	LOW
VB	INDIAN RIVER RD	S.E. PARKWAY CORRIDOR	NORTH LANDING RD		"5,966"	3/20	C	"4,992"	3/11	C	"4,404"	10/6 - 10/8	C	"5,027"	3/9 - 3/11	C	"4,905"	3/1 - 3/3	C	"5,473"	3/27 - 3/29	C	40	40	1.15	1.14	LOW	LOW	41	41	1.13	1.12	LOW	LOW
VB	INDIAN RIVER RD	NORTH LANDING RD	WEST NECK RD		"5,297"	10/23	C	"5,138"	8/1	C	"3,835"	10/6 - 10/7	C	"6,056"	9/9	C	"5,820"	9/14 - 9/20	C	"5,736"	10/2 - 10/4	C	40	39	1.21	1.22	LOW	LOW	40	39	1.21	1.21	LOW	LOW
VB	INDIAN RIVER RD	WEST NECK RD	PRINCESS ANNE RD		"5,297"	10/23	C	"5,138"	8/1	C	"3,835"	10/6 - 10/7	C	"6,056"	9/9	C	"5,820"	9/14 - 9/20	C	"5,736"	10/2 - 10/4	C	40	39	1.21	1.22	LOW	LOW	40	39	1.21	1.21	LOW	LOW
VB	INTERNATIONAL PKWY	LYNNHAVEN PKWY	LONDON BRIDGE RD		"13,949"	3/28	C	"13,751"	4/17	C	"14,263"	7/22 - 7/23	C	"13,490"	3/24 - 3/25	C	"12,650"	4/12 - 4/14	C	"11,179"	4/25 - 4/26	C	-	-	-	-	LOW		-	-	-	-	LOW	
VB	KEMPSVILLE RD	CHESAPEAKE CL	CENTERVILLE TNPK		"32,008"	8/17	C	"29,952"	4/4	C	"26,582"	3/26 - 10/22	C	"29,506"	8/17 - 8/19	C	"31,147"	12/14 - 12/15	C	"32,180"	9/18 - 9/20	C	36	36	1.20	1.20	LOW	LOW	36	37	1.21	1.18	LOW	LOW
VB	KEMPSVILLE RD	CENTERVILLE TNPK	INDIAN RIVER RD		"36,037"	7/24	C	"36,434"	2/13	C	"36,340"	Wkdy average	C	"34,239"	Wkdy average	C	"34,164"	Wkdy average	C	"35,333"	Wkdy average	C	33	35	1.20	1.16	LOW	LOW	34	36	1.21	1.11	LOW	LOW
VB	KEMPSVILLE RD	INDIAN RIVER RD	PROVIDENCE RD		"30,629"	10/9	C	"29,698"	8/1	C	"29,885"	6/24 - 6/25	C	"28,439"	11/10 - 11/16	C	"28,296"	11/9 - 11/15	C	"29,704"	11/14 - 11/15	C	37	35	1.13	1.13	LOW	LOW	35	32	1.20	1.30	LOW	MOD
VB	KEMPSVILLE RD	PROVIDENCE RD	PRINCESS ANNE RD		"32,480"	8/15	C	"31,086"	8/6	C	"30,978"	6/24 - 6/25	C	"29,126"	8/17 - 8/19	C	"31,008"	8/10 - 8/16	C	"32,475"	9/19 - 9/20	C	26	30	1.45	1.28	SEV	MOD	29	32	1.31	1.19	MOD	LOW
VB	LASKIN RD	VA BEACH BLVD	FIRST COLONIAL RD		"30,171"	Wkdy average	V	"28,973"	Wkdy average	V	"29,970"	Wkdy average	V	"30,815"	Wkdy average	V	"30,294"	Wkdy average	V	"30,159"	Wkdy average	V	34	38	1.18	1.12	LOW	LOW	33	36	1.25	1.20	MOD	LOW
VB	LASKIN RD	FIRST COLONIAL RD	WINWOOD DR					"30,970"	2/29	C	"28,833"	5/13 - 5/21	C	"29,495"	4/27 - 4/29	C	"31,163"	5/10- 5 /12	C	"36,259"	12/19 - 12/20	C	38	36	1.15	1.25	LOW	MOD	36	33	1.20	1.37	LOW	MOD
VB	LASKIN RD	WINWOOD DR	BIRDNECK RD		"25,796"	10/30	C	"24,758"	11/18 - 11/20	C	"29,906"	8/19 - 8/20	C	"27,826"	5/11 - 5/13	C	"28,957"	5/17 - 5/19	C	"29,534"	6/12 - 6/14	C	38	36	1.15	1.25	LOW	MOD	36	33	1.20	1.37	LOW	MOD
VB	LASKIN RD	BIRDNECK RD	30TH ST					"25,325"	5/27	C	"31,116"	7/8 - 7/9	C	"25,691"	6/1 - 6/3	C	"24,289"	5/18 -5/19	C	"22,391"	12/20	C	28	29	1.33	1.22	MOD	LOW	26	27	1.42	1.30	SEV	MOD
VB	LASKIN RD	30TH ST	PACIFIC AVE																	"21,289"	8/21 - 8/23	C	28	29	1.33	1.22	MOD	LOW	26	27	1.42	1.30	SEV	MOD
VB	LASKIN RD/31ST ST	PACIFIC AVE	ATLANTIC AVE								"6,106"	7/14 - 7/15	V							"5,291"	7/11 - 7/12	V	-	-	-	-	LOW		-	-	-	-	LOW	
VB	LONDON BRIDGE RD	GENERAL BOOTH BLVD	DAM NECK RD		"24,028"	6/14	C	"23,192"	1/15 - 1/16	C	"25,137"	6/10 - 6/11	C	"24,512"	2/23 - 2/24	C	"23,346"	2/15 - 2/17	C	"24,659"	2/28 - 2/29	C	37	35	1.15	1.19	LOW	LOW	36	36	1.16	1.16	LOW	LOW
VB	LONDON BRIDGE RD	DAM NECK RD	DRAKESMILE RD		"11,541"	6/20	C	"8,243"	3/13	C	"11,920"	3/24 - 4/2	C	"13,118"	10/7 - 10/13	C	"11,845"	2/22 - 2/24	C	"11,853"	11/27 - 11/29	C	37	35	1.15	1.19	LOW	LOW	36	36	1.16	1.16	LOW	LOW
VB	LONDON BRIDGE RD	SHIPPS CORNER RD/DRAKESMILE RD	INTERNATIONAL PKWY		"31,383"	8/22	C				"36,392"	7/21 - 7/22	V	"30,629"	10/7	C	"31,418"	10/12 - 10/13	C	"37,772"	7/25 - 7/26	V	-	-	-	-	SEV		-	-	-	-	SEV	
VB	LONDON BRIDGE RD	INTERNATIONAL PKWY	POTTERS RD					"26,773"	1/31	C	"30,701"	9/24 - 9/30	C	"29,563"	10/12 - 10/14	C	"31,418"	10/12 - 10/13	C	"28,774"	11/6 - 11/7	C	-	-	-	-	LOW		-	-	-	-	LOW	
VB	LONDON BRIDGE RD	POTTERS RD	I-264		"19,469"	4/9	C	"24,801"	12/16 - 12/17	C	"27,184"	5/27 - 5/28	C	"27,280"	5/18 - 5/19	C	"29,253"	5/10 - 5/12	C	"34,676"	7/25 - 7/26	V	29	32	1.31	1.22	MOD	LOW	29	30	1.31	1.29	MOD	MOD
VB	LONDON BRIDGE RD	I-264	VA BEACH BLVD		"19,469"	4/9	C	"24,801"	12/16 - 12/17	C	"27,184"	5/27 - 5/28	C	"27,280"	5/18 - 5/19	C	"29,253"	5/10 - 5/12	C	"42,989"	5/29 - 5/31	C	29	32	1.31	1.22	MOD	LOW	29	30	1.31	1.29	MOD	MOD
VB	LYNNHAVEN PKWY	CHESAPEAKE CL	CENTERVILLE TNPK		"3,773"	5/2	C	"5,732"	12/3 - 12/4	C										"6,806"	8/15 - 9/26	C	-	-	-	-	LOW		-	-	-	-	LOW	
VB	LYNNHAVEN PKWY	INDIAN RIVER RD	SALEM RD		"20,092"	10/9	C	"19,378"	10/9	C	"18,449"	11/18 - 11/19	C	"19,713"	11/2 - 11/4	C	"17,858"	11/15 - 11/17	C	"17,914"	11/14 - 11/15	C	35	36	1.21	1.16	LOW	LOW	37	35	1.16	1.18	LOW	LOW
VB	LYNNHAVEN PKWY	SALEM RD	PRINCESS ANNE RD					"23,028"	2/8	C	"20,039"	11/4 - 11/5	C	"22,540"	11/18 - 11/23	C	"20,734"	11/29 - 12/1	C	"20,315"	11/14 - 11/15	C	27	29	0.94	1.00	LOW	LOW	27	30	0.94	0.97	LOW	LOW
VB	LYNNHAVEN PKWY	PRINCESS ANNE RD	INDEPENDENCE BLVD								"25,178"	7/22 - 7/23	V							"24,738"	7/24 - 7/25	V	33	31	1.17	1.24	LOW	LOW	32	29	1.19	1.31	LOW	MOD
VB	LYNNHAVEN PKWY	INDEPENDENCE BLVD	ROSEMONT RD					"32,863"	10/9	C	"33,577"	7/22 - 7/23	C	"31,369"	3/25 - 3/30	C	"33,794"	4/13 - 4/19	C	"33,981"	4/24 - 4/26	C	33	31	1.17	1.24	LOW	LOW	32	29	1.19	1.31	LOW	MOD
VB	LYNNHAVEN PKWY	ROSEMONT RD	HOLLAND RD								"24,810"	7/22 - 7/23	V	"26,184"	Wkdy average	C				"26,421"	Wkdy average	C	33	31	1.17	1.24	LOW	LOW	32	29	1.19	1.31	LOW	MOD
VB	LYNNHAVEN PKWY	HOLLAND RD	S LYNNHAVEN RD											"32,202"	10/5 - 10/6	C	"33,577"	10/12 - 10/19	C	"33,073"	10/30 - 11/1	C	36	35	1.12	1.12	LOW	LOW	35	35	1.14	1.13	LOW	LOW
VB	LYNNHAVEN PKWY	S LYNNHAVEN RD	INTERNATIONAL PKWY					"39,934"	2/18	C	"38,676"	7/22 - 7/23	C	"36,403"	7/1 - 7/6	C	"36,718"	7/19 - 7/20	C	"37,767"	8/21 - 8/23	C	31	31	1.25	1.19	MOD	LOW	29	31	1.33	1.21	MOD	LOW
VB	LYNNHAVEN PKWY	INTERNATIONAL PKWY	POTTERS RD		"51,048"	4/3	C				"42,577"	4/28 - 4/29	C	"41,130"	4/20 - 4/21	C	"43,734"	4/7	C	"43,547"	5/9 - 5/17	C	31	31	1.25	1.19	MOD	LOW	29	31	1.33	1.21	MOD	LOW
VB	LYNNHAVEN PKWY	POTTERS RD	I-264																	"45,311"	10/10 - 10/11	V	31	31	1.25	1.19	MOD	LOW	29	31	1.33	1.21	MOD	LOW
VB	LYNNHAVEN PKWY	I-264	VA BEACH BLVD		"29,559"	10/4	C	"26,924"	10/16	C	"25,554"	11/3 - 11/14	C	"29,631"	10/5 - 10/6	C	"28,837"	10/20	C	"21,869"	10/30 - 11/1	C	29	27	1.10	1.15	LOW	LOW	27	29	1.16	1.08	LOW	LOW
VB	MILITARY HWY	CHESAPEAKE CL	PROVIDENCE RD					"34,114"	5/7 - 5/8	V							"29,988"	4/27 - 4/28	V				33	32	1.32	1.21	MOD	LOW	32	30	1.36	1.31	MOD	MOD
VB	MILITARY HWY	PROVIDENCE RD	INDIAN RIVER RD		"28,427"	8/1	C	"26,813"	2/20	C				"26,842"	3/2 - 3/3	C	"27,512"	1/13 - 1/19	C	"26,346"	1/24 - 1/26	C	31	33	1.28	1.16	MOD	LOW	29	33	1.35	1.17	MOD	LOW
VB	MILITARY HWY	INDIAN RIVER RD	NORFOLK CL					"45,059"	7/18	C				"43,104"	1/26 - 1/28	C	"43,061"	1/20 - 1/26	C	"45,684"	1/24 - 1/26	C	41	38	1.13	1.22	LOW	LOW	41	32	1.14	1.44	LOW	SEV
VB	NEWTOWN RD	NORFOLK CL	BAKER RD		"38,970"	12/13	C							"41,139"	8/26 - 9/1	C	"37,849"	8/16 - 8/18	C	"41,255"	9/25 - 9/27	C	30	28	1.19	1.30	LOW	MOD	29	26	1.25	1.40	MOD	SEV
VB	NEWTOWN RD	BAKER RD	DIAMOND SPRINGS RD								"26,927"	7/8 - 7/9	V							"24,919"	Wkdy average	C	30	28	1.19	1.30	LOW	MOD	29	26	1.25	1.40	MOD	SEV
VB	NEWTOWN RD	DIAMOND SPRINGS RD	HAYGOOD RD					"7,477"	1/9	C	"6,841"	6/30 - 7/2	C	"7,432"	1/12 - 1/13	C	"10,602"	10/25 - 10/27	C	"10,224"	10/23 - 10/25	C	-	-	-	-	LOW		-	-	-	-	MOD	
VB	NIMMO PKWY	WEST NECK RD	PRINCESS ANNE RD																	"9,000"		E	-	-	-	-	LOW		-	-	-	-	LOW	
VB	NIMMO PKWY	PRINCESS ANNE RD	HOLLAND RD																	"5,000"		E	-	-	-	-	LOW		-	-	-	-	LOW	
VB	NIMMO PKWY	GENERAL BOOTH BLVD	UPTON DR		"12,241"	10/23	C							"14,115"	6/9 - 6/16	C	"18,082"	6/1 - 6/7	C	"19,304"	6/27 - 6/28	C	-	-	-	-	LOW		-	-	-	-	LOW	
VB	NORFOLK AVE	BIRDNECK RD	PACIFIC AVE		"9,909"	6/26	C	"10,120"	6/26	C	"12,267"	7/14 - 7/15	C	"10,000"	7/22 - 7/28	C	"9,858"	7/20 - 7/26	C	"9,865"	7/25 - 8/2	C	-	-	-	-	MOD		-	-	-	-	MOD	
VB	NORFOLK AVE	PACIFIC AVE	ATLANTIC AVE		"2,880"	6/4	C	"3,800"	7/10	C	"4,264"	7/15 - 7/16	C	"3,757"	7/29 - 8/5	C	"3,566"	7/5 - 7/7	C	"3,893"	7/24 - 7/26	C	-	-	-	-	LOW		-	-	-	-	LOW	
VB	NORTHAMPTON BLVD	WESLEYAN DR/NORFOLK CL	DIAMOND SPRINGS RD		"63,896"	11/14	C	"63,963"	6/11	C				"63,461"	6/29 - 6/30	C	"65,862"	6/20 - 6/21	C	"66,084"	7/24 - 7/25	C	29	28	1.35	1.35	MOD	MOD	32	28	1.23	1.39	LOW	MOD
VB	NORTHAMPTON BLVD	DIAMOND SPRINGS RD	INDEPENDENCE BLVD		"39,194"	Wkdy average	V	"38,253"	Wkdy average	V	"38,751"	Wkdy average	V	"39,007"	Wkdy average	V	"38,550"	Wkdy average	V	"38,624"	Wkdy average	V	52	48	1.04	1.07	LOW	LOW	52	47	1.04	1.10	LOW	LOW
VB	NORTHAMPTON BLVD	INDEPENDENCE BLVD	SHORE DR		"24,531"	4/12	C				"28,170"	6/30 - 7/1	C	"28,194"	6/29 - 6/30	C	"27,719"	6/21	C	"26,600"	7/24	C	45	48	1.14	1.09	LOW	LOW	44	47	1.16	1.13	LOW	LOW
VB	NORTH LANDING RD	CHESAPEAKE CL	INDIAN RIVER RD		"10,884"	3/21	C	"10,993"	3/19	C	"12,257"	7/15	C	"10,619"	Wkdy average	C	"8,155"	3/23 - 3/29	C	"10,155"	Wkdy average	C	41	46	1.13	1.10	LOW	LOW	41	46	1.13	1.09	LOW	LOW
VB	NORTH LANDING RD	INDIAN RIVER RD	SALEM RD					"10,606"	10/21 - 10/22	C	"13,752"	6/3 - 6/4	C	"7,997"	3/31 - 4/1	C	"7,095"	3/29  -3/31	C	"8,225"	8/28 - 8/30	C	37	40	1.09	1.14	LOW	LOW	38	40	1.05	1.13	LOW	LOW
VB	NORTH LANDING RD	SALEM RD	WEST NECK RD					"10,606"	10/21 - 10/22	C	"13,752"	6/3 - 6/4	C	"7,997"	3/31 - 4/1	C	"7,095"	3/29  -3/31	C	"8,225"	8/28 - 8/30	C	37	40	1.09	1.14	LOW	LOW	38	40	1.05	1.13	LOW	LOW
VB	NORTH LANDING RD	WEST NECK RD	PRINCESS ANNE RD					"10,606"	10/21 - 10/22	C	"13,752"	6/3 - 6/4	C	"7,997"	3/31 - 4/1	C	"7,095"	3/29  -3/31	C	"8,478"	Wkdy average	C	37	40	1.09	1.14	LOW	LOW	38	40	1.05	1.13	LOW	LOW
VB	OCEANA BLVD	GENERAL BOOTH BLVD	HARPERS RD/S.E. PARKWAY CORRIDOR					"32,566"	2/6	C				"33,587"	7/6 - 7/7	C				"31,806"	7/24 - 7/26	C	39	33	1.08	0.97	LOW	LOW	37	30	1.14	1.09	LOW	LOW
VB	OCEANA BLVD	HARPERS RD/S.E. PARKWAY CORRIDOR	TOMCAT BLVD (NAS MAIN ENT)					"32,566"	2/6	C				"33,587"	7/6 - 7/7	C				"31,806"	7/24 - 7/26	C	45	43	1.12	1.15	LOW	LOW	41	44	1.22	1.12	LOW	LOW
VB	OCEANA BLVD/FIRST COLONIAL RD	TOMCAT BLVD (NAS MAIN ENT)	VA BEACH BLVD		"36,162"	Wkdy average	V	"36,387"	Wkdy average	V	"37,836"	Wkdy average	V	"37,774"	Wkdy average	V	"36,616"	Wkdy average	V	"35,291"	Wkdy average	V	45	43	1.12	1.15	LOW	LOW	41	44	1.22	1.12	LOW	LOW
VB	PACIFIC AVE	ATLANTIC AVE	LASKIN RD		"18,205"	6/13	C				"23,022"	7/14 - 7/15	C	"23,567"	7/27 - 7/28	C	"22,592"	7/26 - 7/28	C	"21,603"	7/31 - 8/2	C	33	33	1.06	1.10	LOW	LOW	31	31	1.13	1.16	LOW	LOW
VB	PACIFIC AVE	LASKIN RD	22ND ST		"21,087"	6/21	C	"20,489"	8/21	C				"18,560"	8/25	C	"20,054"	7/26 - 7/28	C	"14,733"	Wkdy average	C	26	25	1.08	1.06	LOW	LOW	24	22	1.17	1.17	LOW	LOW
VB	PACIFIC AVE	22ND ST	21ST ST		"21,087"	6/21	C	"20,489"	8/21	C				"18,560"	8/25	C	"20,054"	7/26 - 7/28	C	"20,089"	7/10 - 7/11	V	20	25	0.93	0.88	LOW	LOW	19	24	0.97	0.94	LOW	LOW
VB	PACIFIC AVE	21ST ST	VA BEACH BLVD		"19,046"	6/6	C	"17,902"	8/28	C	"20,895"	7/14 - 7/15	C	"19,704"	7/13 - 7/15	C	"20,176"	7/19 - 7/21	C	"18,192"	7/31 - 8/2	C	26	25	1.04	1.02	LOW	LOW	23	23	1.15	1.10	LOW	LOW
VB	PACIFIC AVE	VA BEACH BLVD	NORFOLK AVE		"19,146"	6/14	C	"17,793"	8/28	C	"21,528"	7/15 - 7/16	C	"19,997"	7/13 -7/15	C	"20,119"	7/19 - 7/21	C	"13,740"	Wkdy average	C	29	29	1.15	1.16	LOW	LOW	27	27	1.21	1.21	LOW	LOW
VB	PACIFIC AVE	NORFOLK AVE	HARBOUR POINT																	"20,621"	8/1 - 8/2	V	29	29	1.15	1.16	LOW	LOW	27	27	1.21	1.21	LOW	LOW
VB	PEMBROKE BLVD	WITCHDUCK RD	INDEPENDENCE BLVD					"11,307"	1/16	C	"10,288"	2/10 - 2/11	C	"12,541"	9/7 - 9/8	C	"10,245"	8/30 - 9/1	C	"10,217"	10/9 - 10/10	C	29	32	1.20	1.11	LOW	LOW	30	32	1.15	1.11	LOW	LOW
VB	"PLAZA TRAIL, S."	PRINCESS ANNE RD	INDEPENDENCE BLVD		"14,851"	8/23	C	"14,698"	8/14	C				"16,553"	11/16 - 11/18	C	"16,168"	11/8 - 11/10	C	"22,763"	11/6 - 11/8	C	-	-	-	-	LOW		-	-	-	-	LOW	
VB	"PLAZA TRAIL, S."	INDEPENDENCE BLVD	HOLLAND RD		"11,555"	4/23	C	"12,019"	4/15	C	"11,899"	3/24 - 4/8	C	"14,646"	4/13 - 4/15	C	"11,436"	4/19 - 4/21	C	"14,230"	4/24 - 4/26	C	-	-	-	-	LOW		-	-	-	-	MOD	
VB	"PLAZA TRAIL, S."	HOLLAND RD	MARINA LAKE RD		"11,379"	4/3	C	"11,406"	4/1	C	"11,120"	3/31 - 4/8	C	"11,907"	4/15 - 4/20	C	"10,087"	3/29 - 3/31	C	"10,193"	5/7	C	-	-	-	-	LOW		-	-	-	-	LOW	
VB	"PLAZA TRAIL, S."	MARINA LAKE RD	ROSEMONT RD		"11,379"	4/3	C	"11,406"	4/1	C	"11,120"	3/31 - 4/8	C	"11,907"	4/15 - 4/20	C	"10,087"	3/29 - 3/31	C	"10,193"	5/7	C	-	-	-	-	MOD		-	-	-	-	MOD	
VB	"PLAZA TRAIL, S."	ROSEMONT RD	CONTINENTAL ST		"10,561"	9/26	C	"10,776"	9/4	C	"12,463"	6/10 - 6/11	C	"10,250"	10/20 - 10/26	C	"9,367"	10/20	C	"9,552"	10/30 - 11/1	C	-	-	-	-	MOD		-	-	-	-	MOD	
VB	"PLAZA TRAIL, S."	CONTINENTAL ST	VA BEACH BLVD		"10,561"	9/26	C	"10,776"	9/4	C	"12,463"	6/10 - 6/11	C	"10,250"	10/20 - 10/26	C	"9,367"	10/20	C	"9,552"	10/30 - 11/1	C	-	-	-	-	LOW		-	-	-	-	LOW	
VB	PRINCESS ANNE RD	NEWTOWN RD/NORFOLK CL	KEMPSVILLE RD					"28,812"	3/6	C	"27,079"	6/30 - 7/1	C	"28,780"	8/24 - 8/26	C	"28,357"	8/9 - 8/11	C	"26,528"	9/19 - 9/20	C	31	32	1.13	1.22	LOW	LOW	28	33	1.25	1.19	MOD	LOW
VB	PRINCESS ANNE RD	KEMPSVILLE RD	BAXTER RD		"30,044"	4/4	C	"27,374"	8/6	C				"26,975"	8/24 - 8/26	C	"30,307"	8/2 - 8/4	C	"34,788"	9/18  - 9/20	C	32	30	1.13	1.30	LOW	MOD	30	27	1.22	1.39	LOW	MOD
VB	PRINCESS ANNE RD	BAXTER RD	PROVIDENCE RD					"28,426"	2/12	C	"27,864"	6/30 - 7/1	C	"28,399"	4/20 - 4/27	C	"27,226"	4/26 - 4/27	C	"27,986"	4/24 - 4/26	C	36	35	1.17	1.17	LOW	LOW	33	34	1.26	1.21	MOD	LOW
VB	PRINCESS ANNE RD	PROVIDENCE RD	FERRELL PKWY		"36,039"	3/28	C	"38,894"	4/17	C	"38,445"	6/30 - 7/2	C	"37,231"	4/20	C	"38,770"	4/12 - 4/13	C	"36,908"	5/9 - 5/10	C	38	36	1.14	1.15	LOW	LOW	38	36	1.15	1.15	LOW	LOW
VB	PRINCESS ANNE RD	FERRELL PKWY	LYNNHAVEN PKWY		"59,017"	9/18	V				"61,410"	6/30 - 7/2	V										38	36	1.14	1.15	LOW	LOW	38	36	1.15	1.15	LOW	LOW
VB	PRINCESS ANNE RD	LYNNHAVEN PKWY	INDEPENDENCE BLVD		"47,154"	9/18	V				"45,918"	8/5 - 8/6	V							"45,024"	6/19 - 6/20	V	33	36	1.29	1.23	MOD	LOW	37	36	1.17	1.21	LOW	LOW
